Name,Code,Region,State,Year,Month,Visit,Latitude,Longitude
Death Valley NP,DEVA,Pacific West ,CA,2019,6,122013,36.24,-116.82
Death Valley NP,DEVA,Pacific West ,CA,2019,7,142487,36.24,-116.82
Death Valley NP,DEVA,Pacific West ,CA,2019,8,165632,36.24,-116.82
Death Valley NP,DEVA,Pacific West ,CA,2019,9,168894,36.24,-116.82
Death Valley NP,DEVA,Pacific West ,CA,2019,10,138152,36.24,-116.82
Death Valley NP,DEVA,Pacific West ,CA,2019,11,132013,36.24,-116.82
Death Valley NP,DEVA,Pacific West ,CA,2019,12,135248,36.24,-116.82
Denali NP & PRES,DENA,Alaska,AK,1979,1,336,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1979,2,103,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1979,3,630,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1979,4,848,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1979,5,14076,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1979,6,46804,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1979,7,69557,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1979,8,76400,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1979,9,39063,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1979,10,1844,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1979,11,974,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1979,12,470,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1980,1,198,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1980,2,146,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1980,3,401,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1980,4,633,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1980,5,12791,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1980,6,27623,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1980,7,61983,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1980,8,73791,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1980,9,36250,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1980,10,1564,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1980,11,828,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1980,12,153,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1981,1,171,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1981,2,162,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1981,3,412,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1981,4,690,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1981,5,13982,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1981,6,29667,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1981,7,87751,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1981,8,89013,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1981,9,32099,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1981,10,1484,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1981,11,887,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1981,12,275,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1982,1,142,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1982,2,118,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1982,3,378,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1982,4,706,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1982,5,13747,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1982,6,62926,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1982,7,92544,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1982,8,93941,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1982,9,55433,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1982,10,1378,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1982,11,433,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1982,12,122,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1983,1,122,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1983,2,112,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1983,3,327,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1983,4,727,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1983,5,11631,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1983,6,45905,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1983,7,115179,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1983,8,114480,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1983,9,55888,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1983,10,1162,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1983,11,441,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1983,12,108,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1984,1,111,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1984,2,122,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1984,3,273,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1984,4,667,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1984,5,11872,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1984,6,75277,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1984,7,113103,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1984,8,106906,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1984,9,84384,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1984,10,1499,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1984,11,724,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1984,12,161,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1985,1,169,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1985,2,161,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1985,3,346,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1985,4,661,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1985,5,10993,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1985,6,94794,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1985,7,144598,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1985,8,126482,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1985,9,55241,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1985,10,1854,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1985,11,788,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1985,12,458,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1986,1,134,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1986,2,162,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1986,3,553,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1986,4,1951,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1986,5,18729,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1986,6,105083,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1986,7,159012,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1986,8,175203,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1986,9,66564,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1986,10,2182,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1986,11,88,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1986,12,88,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1987,1,88,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1987,2,88,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1987,3,512,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1987,4,935,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1987,5,48133,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1987,6,122168,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1987,7,180357,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1987,8,151548,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1987,9,66853,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1987,10,4155,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1987,11,88,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1987,12,88,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1988,1,100,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1988,2,130,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1988,3,259,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1988,4,906,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1988,5,56162,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1988,6,181452,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1988,7,183647,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1988,8,107346,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1988,9,36561,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1988,10,25692,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1988,11,88,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1988,12,88,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1989,1,97,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1989,2,228,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1989,3,449,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1989,4,899,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1989,5,18541,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1989,6,79332,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1989,7,213085,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1989,8,151263,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1989,9,74812,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1989,10,4743,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1989,11,94,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1989,12,97,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1990,1,94,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1990,2,198,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1990,3,328,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1990,4,551,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1990,5,11950,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1990,6,72836,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1990,7,222077,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1990,8,155352,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1990,9,78385,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1990,10,4740,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1990,11,94,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1990,12,88,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1991,1,94,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1991,2,88,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1991,3,176,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1991,4,648,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1991,5,6943,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1991,6,72678,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1991,7,221853,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1991,8,179161,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1991,9,76009,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1991,10,1020,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1991,11,96,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1991,12,104,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1992,1,94,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1992,2,94,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1992,3,98,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1992,4,1249,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1992,5,29254,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1992,6,120640,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1992,7,172504,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1992,8,128464,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1992,9,50874,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1992,10,107,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1992,11,96,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1992,12,200,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1993,1,80,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1993,2,105,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1993,3,469,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1993,4,1380,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1993,5,32807,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1993,6,118163,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1993,7,172580,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1993,8,143031,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1993,9,35688,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1993,10,1106,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1993,11,96,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1993,12,60,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1994,1,85,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1994,2,88,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1994,3,400,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1994,4,2190,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1994,5,36235,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1994,6,132634,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1994,7,130807,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1994,8,143388,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1994,9,43206,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1994,10,1116,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1994,11,100,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1994,12,62,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1995,1,84,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1995,2,88,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1995,3,400,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1995,4,2948,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1995,5,25415,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1995,6,150886,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1995,7,150533,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1995,8,169322,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1995,9,43502,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1995,10,110,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1995,11,15,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1995,12,6,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1996,1,9,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1996,2,7,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1996,3,52,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1996,4,200,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1996,5,24676,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1996,6,80725,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1996,7,105447,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1996,8,94342,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1996,9,35810,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1996,10,78,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1996,11,21,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1996,12,18,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1997,1,54,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1997,2,49,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1997,3,271,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1997,4,779,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1997,5,23058,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1997,6,86916,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1997,7,113436,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1997,8,94585,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1997,9,34824,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1997,10,177,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1997,11,84,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1997,12,45,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1998,1,36,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1998,2,75,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1998,3,261,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1998,4,626,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1998,5,26131,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1998,6,92670,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1998,7,115478,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1998,8,100141,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1998,9,36692,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1998,10,274,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1998,11,90,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1998,12,45,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1999,1,29,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1999,2,79,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1999,3,207,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1999,4,458,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1999,5,23686,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1999,6,95652,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1999,7,120134,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1999,8,102573,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1999,9,43848,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1999,10,141,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1999,11,48,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,1999,12,12,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2000,1,22,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2000,2,115,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2000,3,216,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2000,4,500,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2000,5,23810,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2000,6,92862,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2000,7,111929,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2000,8,97581,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2000,9,36820,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2000,10,77,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2000,11,6,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2000,12,45,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2001,1,42,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2001,2,252,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2001,3,464,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2001,4,861,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2001,5,25020,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2001,6,89229,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2001,7,109881,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2001,8,99767,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2001,9,34520,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2001,10,72,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2001,11,66,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2001,12,17,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2002,1,101,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2002,2,90,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2002,3,1858,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2002,4,2437,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2002,5,25525,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2002,6,84916,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2002,7,105422,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2002,8,60231,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2002,9,30383,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2002,10,254,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2002,11,91,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2002,12,27,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2003,1,975,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2003,2,886,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2003,3,753,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2003,4,2985,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2003,5,27260,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2003,6,88471,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2003,7,104686,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2003,8,97821,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2003,9,34639,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2003,10,889,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2003,11,374,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2003,12,450,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2004,1,313,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2004,2,392,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2004,3,1441,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2004,4,3087,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2004,5,30132,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2004,6,100127,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2004,7,116601,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2004,8,108097,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2004,9,39969,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2004,10,2525,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2004,11,1059,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2004,12,493,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2005,1,403,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2005,2,751,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2005,3,2118,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2005,4,1451,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2005,5,27022,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2005,6,99756,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2005,7,114308,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2005,8,108451,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2005,9,38121,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2005,10,5716,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2005,11,2922,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2005,12,2501,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2006,1,442,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2006,2,272,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2006,3,891,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2006,4,7764,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2006,5,28829,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2006,6,111060,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2006,7,123246,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2006,8,98605,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2006,9,43598,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2006,10,550,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2006,11,470,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2006,12,208,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2007,1,3136,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2007,2,3769,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2007,3,5846,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2007,4,2665,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2007,5,37143,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2007,6,111767,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2007,7,129454,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2007,8,116065,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2007,9,47150,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2007,10,807,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2007,11,329,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2007,12,177,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2008,1,351,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2008,2,702,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2008,3,918,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2008,4,1959,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2008,5,27773,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2008,6,114888,63.33,-150.5
Denali NP & PRES,DENA,Alaska,AK,2008,7,129762,63.33,-150.5
